	book	sentence_length	sentence	sentence_index
5908	All About Feelings	4	I am feeling HAPPY!	61
7720	What The Ladybird Heard	9	“Baa!” said the sheep and “Woof!” said the dog.	51
3058	You Choose	7	And what would you put in it?	3
10295	Wiggling Worms At Work	18	Down in the ground, under your feet, thousands of worms wiggle around flower bulbs and tunnel under trees.	0
5945	All About Feelings	8	Think about how you are feeling right now.	98
360	Barry The Fish With Fingers	18	Big bubbles, small bubbles, round bubbles, square bubbles - they had never seen anything quite so amazing until...	2
5384	Ten in the Bed and Other Counting Rhymes	6	Along came (insert your child’s name)	97
3485	Lost in Snow	8	For a moment the puppies froze with fear.	18
11616	Harry and the Robots	10	But the doctor said not to worry, it was fine.	46
10938	When Granny Saved Christmas	15	“And we’re going to Granny’s!” added Squeak as he helped Mummy pack his snowflake pyjamas.	2
4746	Ruby's Worry	11	And then she noticed something else, something hovering next to him.	29
468	The Troll	8	“We’ll never find the right island,” they said.	71
410	The Troll	7	"""You’ll make a nice change from fish.”"	13
173	The Gruffalo	5	“You see?” said the mouse.	83
902	Oi Frog!	9	And they can give you splinters in your bottom.”	4
7649	The Jolly Postman or Other People's Letters	5	What big teeth you’ve got!	113
5044	She Rex	5	Girl dinosaurs have equal bites.	67
7868	The Runaway Pea	17	“Owwww,” cried the pea, “my bottom’s on fire,” As he flew straight on into the tumbling dryer.	25
4029	Tyrannosaurus Drip	9	And he hooted, “Down with bellyfuls of duckbill dinosaur!”	37
6945	The Dinosaur That Pooped Christmas	11	It chewed and it munched and it crunched on Kris Kringle	18
4301	The Enormous Turnip	6	No one saw the cat arrive.	29
399	The Troll	14	Meanwhile, far out at sea, there were some pirates who lived in a ship.	2
8840	How The Grinch Stole Christmas	15	eh Ney o' id r !u Nsh if so er Nth oe ii sr !	21
11872	Princess Mirror-Belle And The Dragon Pox	4	But it wasn’t Mirror-Belle.	116
9918	Superworm	4	The web is tough.	54
99	The Gruffalo	14	He has terrible tusks, and terrible claws, And terrible teeth in his terrible jaws.”	9
13259	Knock Knock Pirate	2	“Wait!” !	33
3059	You Choose	9	m t Would you travel with wheels or wings?	4
13071	One Snowy Night	6	He looked very cold and hungry.	44
10094	Elmer and Rose	6	“You’ll go faster than I would.	31
7492	Norman The Slug With The Silly Shell	3	"“Wow!"" said Norman."	39
11064	After the Storm	5	“No, wait,” said Percy .	61
6459	All Year Round	12	Tiny apples start to grow after apple blossom dies in the spring.	146
8295	Lenny Makes A Wish	11	The fishy nods her head and squeaks, “I really, really do!”	11
4714	The Snail and the Whale	44	And the whale and the snail Told their wonderful tale Of shimmering ice and coral caves, And shooting stars and enormous waves, And of how the snail, so small and frail, With her looping, curling, silvery trail, Saved the life of the humpback whale.	52
10963	When Granny Saved Christmas	6	“But Granny’s waiting to see us.	27
13084	One Snowy Night	7	This time Percy had quite a surprise.	57
13862	The Christmas Extravaganza Hotel	8	And it wasn’t over yet . . .	115
7298	The First Christmas	7	They set off early the next morning.	16
7309	The First Christmas	9	All around them cows and donkeys lay peacefully asleep.	27
5212	The Bumblebear	11	BUT THEN... … a fearsome buzzing beast burst through the trees.	57
9964	Mini Beasties	1	Kyoshi	19
2477	The Way Home For Wolf	39	So he bowed to the narwhal, ox, walrus and goose, And vowed to the fox, and the moth, and the moose… “If ever I meet one who’s strayed off their track, I’ll help them along by guiding them back.”	60
8241	The Three Little Pigs	12	The third little pig had done exactly the same as his brothers.	40
6877	Giraffe is Left Out	9	There was a running race and a hopping race.	85
9796	The Polar Express	14	We crossed a barren desert of ice - the Great P olar Ice Cap.	30
8242	The Three Little Pigs	25	He had walked happily along the road and soon met a man who was pulling a cart laden with heavy bricks and bags of cement.	41
6302	Dogs Don't Do Ballet	2	she shouts.	72
10450	Born to be a Butterfly	3	Spiders catch them.	17
5769	Scruffy Bear and the Six White Mice	4	“Hello, Bear,” she hissed.	58
7042	Lion's in a Flap	12	Worse still, what if he could not sit next to his friends?	73
7652	The Jolly Postman or Other People's Letters	22	URGENT B. B. Wolf Esq. C/o Grandma's Co ttage Horner's Corner MEENY, MINY, MO&CO., SOLICITORS Alley O Buildings, Toe Lane, Tel: 12345.	116
12320	We're Going On A Lion Hunt	4	One shiny wet nose!	48
2133	The Owl Who Was Afraid Of The Dark	8	“I haven’t much to remember yet,” said Plop.	30
4048	Tyrannosaurus Drip	6	and they shouted, “Up with war!”	56
11010	After the Storm	6	He didn’t like it one bit.	7
12637	The Pirates Next Door	5	That thing will NEVER float!”	64
1247	Santa is Coming to Devon	16	In house after house, Santa delved inside his sack for parcels of every shape and size.	79
8300	Lenny Makes A Wish	12	He throws her back and, luckily she’s none the worse for wear.	16
1659	Open Very Carefully, A Book With Bite!	1	CROCODILE!	11
12064	The Ugly Duckling	9	One day he saw the beautiful white birds again.	43
6651	Hippo Owns Up	8	He said sorry to Hattie the cat, too!	72
6101	All About Feelings	4	What do you do?	254
8387	Knock Knock Alien	7	Then WOOOAH things start to float about!	38
4509	Why Am I An Insect	11	(You will find the answer at the bottom of page 30.)	177
11648	You Can't Take An Elephant On The Bus	8	Tigers are built to spring and to leap.	11
3859	Wide-awake Hedgehog	2	I’ll be...	18
7955	Goldilocks and the Three Bears	12	"""Who's been sitting in my chair?"" squeaked Baby Bear “They've broken it!"""	60
5909	All About Feelings	4	My colour is yellow.	62
5910	All About Feelings	8	I want to PLfiV ... ... and JUMP.	63
14113	Monkey Puzzle	11	Well, if that’s the case We’ll soon discover her hiding place.”	80
9780	The Polar Express	5	I ran up to him.	14
2140	The Owl Who Was Afraid Of The Dark	8	Plop flew down, landing with an enormous thud.	37
7477	Norman The Slug With The Silly Shell	7	And the snails LOVED Norman’s silly shell.	24
2909	The Owl's Lesson	2	He flew.	65
280	Peace at Last	9	“Oh NO!” said Mr Bear, “I can’t stand THIS.”	13
12514	What The Ladybird Heard Next	22	"""Oink!"" said the hog, ""Baa!"" said the sheep and ""Woof!"" said the dog, And the two cats miaowed: ""Those bad bad men!"	22
7110	The Very Busy Spider	7	She was very busy spinning her web.	18
993	Elmer and the Lost Teddy	7	“You can talk” said Elmer in surprise.	49
11839	Princess Mirror-Belle And The Dragon Pox	16	Last week I had golden curls and the week before I had ... er, red ringlets.”	83
5613	Dragon Post	5	I would never forget him.	105
9663	Eleanor Won't Share	8	"""I just love sharing your things,” Eleanor said."	15
3679	Gordon's Great Escape	13	They thought they would never be rescued so Gordon bravely went for help.	36
13724	Super Sid The Silly Sausage Dog	9	“I’ll show everyone what a good singer I am.	14
8572	Boogie Bear	3	But they could.	127
6510	All Year Round	10	The big sleep Make an animal shelter in the autumn.	197
9609	Father Christmas Needs A Wee	14	At number 3 THREE cups of tea, At number 4 he’d had FOUR more!	4
1328	The Enormous Crocodile	7	Then he waddled off into the jungle.	61
4745	Ruby's Worry	7	He looked how she felt - sad.	28
9974	Mini Beasties	4	“I’m learning To crawl.”	29
2021	The Hedgehog's Balloon	6	“Somebody must have had a party.”	8
14086	Monkey Puzzle	4	She’s not all slimy.	53
2357	A Thing Called Snow	17	So they thanked Caribou and bounded across the meadow, looking for something as cold as their noses.	18
1923	Harry and the Dinosaurs at the Museum	13	Sam said they were our ancestors, but he was too young to understand.	3
10691	Barry the Fish With Fingers and the Hairy Scary Monster	1	Clip!	44
1225	Santa is Coming to Devon	9	Then, to his surprise, he heard a ringing sound.	57
31	Sugarlump and the Unicorn	14	And when she hears a horse's wish, She can make that wish come tine.	1
5762	Scruffy Bear and the Six White Mice	22	But they had not gone far before they heard the hiss of a slithery snake coming from a thicket just up ahead.	51
1006	Elmer and the Lost Teddy	15	Baby Elephant was excited to see his teddy again and quickly gave back Elmer’s teddy.	62
10826	The Tiger Who Came To Tea	9	all the packets and tins in the cupboard... ..	20
339	Sing A Song Of Bottoms	5	Squid have an inky one.	18
8225	The Three Little Pigs	9	But soon there was a tap on the door.	24
1346	The Enormous Crocodile	10	A bit further on, he met Mugg le-Wump, the Monkey.	79
6179	The Lighthouse Keeper's Lunch	17	It was spotted by three scavenging seagulls who set upon it and devoured it with great gusto.	15
11304	Supertato	17	When the trolley crashed - and he was thrown down into the icy depths of the freezer.	38
455	The Troll	11	“I’m not trip-trapping, I’m lolloping,” said a creature with long ears.	58
2109	The Owl Who Was Afraid Of The Dark	3	“Hello!” he said.	6
7085	How to Catch a Star	15	He tried to fish the star out with his hands, But he couldn’t reach it.	28
3297	Elmer and the Stranger	7	When I try to, I fall over.	33
6211	The Lighthouse Keeper's Lunch	6	“Indeed, my dear,” said Mr Grinling.	47
1489	The Enormous Crocodile	13	"""Now for Clever Trick Number Three,” said the Enormous Crocodile, licking his lips."	222
10056	Mini Beasties	30	I turned back and saw him trying to climb a rain-slithery fence, But a ll his legs didn’t help him, And he dropped back to the path, Feet-in-th e-air, Helpless.	111
1957	Harry and the Dinosaurs at the Museum	7	“Look, Harry is being silly!” groaned Sam.	37
4454	Why Am I An Insect	10	When grasshoppers hatch from their eggs, they are tiny grasshoppers.	122
7821	Ravi's Roar	6	Ravi had turned into a TIGER!	24
2483	Elmer and Wilbur	3	“Perhaps he’s lost.	2
10017	Mini Beasties	7	horny-goloch - earwig soople-supple hantle-lots The Flea	72
7414	Careful Santa!	2	Ready, Mouse?”	57
10424	Too Shy For Show And Tell	18	“I named him Chocolate, because that’s my favourite kind of cake, and he’s the colour of chocolate cake.”	40
4375	Why Am I An Insect	9	Nutrients pass from the food into the dragonfly’s blood.	43
4274	The Enormous Turnip	9	He saw one turnip with very big green leaves.	2
8793	Santa to the Rescue	4	“More icing!” cried Squirrel.	43
11103	Cinderella's Ballet Shoes	24	The village had a stream and a duckpond and ah old red apple tree Cinderella and it was home to and her fairytale friends.	2
7600	The Jolly Postman or Other People's Letters	1	Cinderella.	64
6906	The Tree That's Meant To Be	11	Who could speak the language of the trees and understand me?	20
102	The Gruffalo	2	“Roasted fox!	12
3589	Monkey Needs to Listen	5	Soon the go-kart was ready.	39
8231	The Three Little Pigs	12	The second little pig opened the door, and in fell his brother.	30
2099	Jasper's Jungle Journey	3	What a sight!	23
4890	I Am Amelia Earhart	20	Most important, like that day on the roller coaster, I dared to do what so many said couldn’t be done.	49
11901	We're Going on a Bear Hunt	1	Grass!	7
10825	The Tiger Who Came To Tea	8	all the food in the fridge, .. .and	19
9243	Gruff the Grump	13	And for the first time in a very long time, he was happy.	75
11934	We're Going on a Bear Hunt	6	We’ve got to go through it!	40
5562	Dragon Post	26	Our client is not sure what you are up to but it must be something very naughty, and whatever it is she whole-heartedly does not approve.	54
5380	Ten in the Bed and Other Counting Rhymes	9	There were no fat sausages sizzling in the pan.	93
11094	After the Storm	21	so tn he e bv ee sr y tb reo ed y h! o” s sa ei Id vP ee rcy.	91
1530	The Enormous Crocodile	29	By tucking his head under his chest, and by twisting his tail out of sight, he made himself look very much like a long wooden bench with four legs.	263
13925	Cinder the Bubble-Blowing Dragon	9	Cinder did the only thing he could think of.	37
4993	She Rex	2	You’re right.	16
8888	How The Grinch Stole Christmas	20	THEN He loaded some bags And some old empty sacks On a ramshackle sleigh And he hitched up old Max.	69
2167	The Owl Who Was Afraid Of The Dark	8	You’d have an empty stocking on Christmas day.”	64
9174	Gruff the Grump	15	One morning, Gruff the Grump was stomping through the forest when he saw something strange...	6
2993	The Dinosaur Department Store	7	But Eliza Jane had turned to go.	39
9755	Romp in the Swamp	8	“Help me with the snake cage!” shouted Charlie.	43
1323	The Enormous Crocodile	11	"""You don’t really mean you’re going to eat a little child?”"	56
5605	Dragon Post	11	If I was a dragun I wud want to be free.	97
3079	Whatever Next!	4	out into the night.	8
1139	Keith The Cat With The Magic Hat	1	WOOF!	48
3707	Dogger	13	Now and again Dave’s Mum said that Dogger was getting much too dirty.	9
10165	The Smartest Giant in Town	7	George came to a tiny ruined house.	29
9303	The Paper Dolls	5	And they jumped ... ..	8
2760	An Alphabet Of Stories	16	Being lazy, and not owning a hammer, she hadn’t quite got around to fixing it yet.	37
5707	Oi Dog!	6	“They are now,” smiled the frog.	36
6421	All Year Round	11	After the petals die, leave the flower heads for the birds.	108
11720	Where's My Cuddle	8	“But be careful who you give it to.”	35
5768	Scruffy Bear and the Six White Mice	18	The mice curled up once more, and a moment later the snake came slithering out of the thicket.	57
4663	The Snail and the Whale	17	This is a rock as black as soot, And this is a snail with an itchy foot.	1
3519	Lost in Snow	7	“This is our home,” said the third.	52
4265	The Rhyming Rabbit	3	Goodbye, dear friend.	87
1747	The Most Wonderful Gift In The World	17	So Bear handed over the gift, and they all huddled round to see what could be inside.	45
7281	The Book With No Pictures	7	BONK I didn’t want to say that.	66
181	The Gruffalo	13	he said, “Goodbye, little mouse,” And off he ran to his underground house.	91
11977	We're Going on a Bear Hunt	1	Tiptoe!	83
4382	Why Am I An Insect	17	Senses Like all insects, dragonflies have senses to help them find food and stay away from predators.	50
9993	Mini Beasties	5	Take this oatmeal cookie crumb.	48
8814	Santa to the Rescue	11	“Will you join us for Christmas right here on Mistletoe Mountain?”	64
1722	The Most Wonderful Gift In The World	3	But, OH DEAR!	20
7884	The Runaway Pea	6	Runaway pea, you're not loved anymore.”	41
862	Kipper's Toybox	3	Outwent Slipper, “FIVE!”	24
11239	Farmer Duck	4	They loved the duck.	30
11857	Princess Mirror-Belle And The Dragon Pox	11	"“Ah, that’s because we haven’t done part two yet,"" said Mirror-Belle."	101
