	book	sentence_length	sentence	sentence_index
7044	Lion's in a Flap	9	Then Lion remembered what Miss Bird had told him.	75
4810	The Smeds and The Smoos	18	The next stop was Lurglestrop, covered in roses, And watered by beasts with small eyes and long noses.	51
5927	All About Feelings	4	Fly colour is GREEN.	80
9453	Caterpillar Butterfly	6	I went on watching the caterpillars.	68
1799	Elmer and Grandpa Eldo	8	Elmer added more to fill in the spaces.	36
13390	Who Will Save Us	10	"""And all the bad gas goes up into the sky."""	58
10846	Stick Man	9	Stick Man, oh Stick Man, beware of the dog!	2
4191	The Rhyming Rabbit	8	"""Don't rhyme - RUN!"" yelled the other rabbits."	13
7213	The Detective Dog	40	With a faraway look, She smells and she listens to book after book: Books about dinosaurs, books about knights, Books about planets and meteorites, Books about princes w ho turn into frogs, Books about dragons, and books about dogs ...	78
3887	Wide-awake Hedgehog	21	Wind threw the leaves up and Isaac leapt and he tumbled and snatched at them falling until he was quite pink.	46
13325	Knock Knock Pirate	7	"Vie journeyed round the North Pole twice!"""	99
764	The Princess and the Wizard	8	"""So you like blue, do you?” he said."	26
7233	The Book With No Pictures	1	Uh-oh...	18
8456	Boogie Bear	21	As the polar bear was swept south, the sea became warmer warmer, and melting the iceberg, which became smaller and smaller.	11
1085	A Squash and a Squeeze	11	There’s no need to grumble and there’s no need to grouse.	54
10659	Barry the Fish With Fingers and the Hairy Scary Monster	7	“Barry will never find me in here!”	12
4192	The Rhyming Rabbit	11	The Rhyming Rabbit opened his eyes, saw the fox, and ran.	14
4842	I Am Amelia Earhart	16	When I was little, people told me that girls should wear dresses and play with dolls.	1
4194	The Rhyming Rabbit	3	It was night-time.	16
6151	All About Feelings	15	“I would have liked them to wait for me, but I can still join in.”	304
978	Elmer and the Lost Teddy	15	All the young ones had their teddies, but none of them had seen Baby Elephant’s.	34
2236	The Cross Rabbit	19	Snow had fallen in the night and now everything in the park had been turned into a guessing game.	1
9441	Caterpillar Butterfly	5	"""No need,"" said my grandfather."	56
13138	One Snowy Night	6	Everyone had found a cosy bed.	111
9978	Mini Beasties	11	Jack Prelutsky A city of thousands, Yet no word is spoken.	33
12057	The Ugly Duckling	21	Then one bright morning he woke up to find the snow and ice had melted, and the world was green again.	36
50	Sugarlump and the Unicorn	9	But time went by and the hills grew hard.	20
13641	Jack and the Beanstalk	5	Where are you taking her?”	15
8739	The Teeny Weeny Tadpole	3	"""Who are you?"""	66
6061	All About Feelings	10	Cuddle your favourite toy and think of a peaceful place.	214
10602	Knock Knock Dinosaur	14	From in Mum’s room come snorts and squeaks as SEVEN small iguanodons play hide-and-seek.	24
8522	Boogie Bear	6	“Ouch!” called out the polar bear.	77
13927	Cinder the Bubble-Blowing Dragon	6	“Now I’ve done it,” thought Cinder.	39
11409	Can't You Sleep Little Bear	8	“I don’t like the dark,” said Little Bear.	23
7865	The Runaway Pea	2	Oh no!	22
10254	Supertato Veggies Assemble	7	If I can just.. call the..” Click!	26
1408	The Enormous Crocodile	14	"""It won’t be long before I am eating the first part of my lunch!”"	141
12894	The Gruffalo's Child	7	“I’m not scared,” said the Gruffalo’s Child.	29
7585	The Jolly Postman or Other People's Letters	25	In your life MONEY BACK IF NOT COMPLETELY SATISFIED J matching tie and sock set These are just a few examples from our enchanting range.	49
8748	The Teeny Weeny Tadpole	4	His mother smiled proudly.	75
9365	Snow White, Star Striker	9	“Can you help us, too?” asked Jack and Goldilocks.	37
7598	The Jolly Postman or Other People's Letters	54	TAKE CARE OF YOURSELF – AND YOUR TALKING HARP – I’LL BE BACK FOR THAT ONE OF THESE DAYS, I SHOULDN ’T WONDER, BYE FOR NOW – YOUR (VERY) LITTLE PAL, JACK So the Giant read the postcard With Baby on his knee, And the Postman wet his whistle With a thimbleful of tea.	62
1844	Elmer and Grandpa Eldo	6	"""You really remembered everything, didn’t you?”"	81
13548	The Snowiest Christmas Ever	3	“I’ll get them!”	27
10308	Wiggling Worms At Work	10	Worms tunnel in the hard packed soil by swallowing it.	13
2996	The Dinosaur Department Store	10	"Mr Magisaurus cried out in dismay, ""YOU'VE WASTED MY TIME."	42
5748	Scruffy Bear and the Six White Mice	7	“You’ve not seen any mice, have you?	37
13024	Elephant Learns to Share	8	He made sure everyone had a cherry, too.	79
6277	Dogs Don't Do Ballet	1	Calamity!	47
9213	Gruff the Grump	5	He started to feel sad...	45
5502	Ten in the Bed and Other Counting Rhymes	5	Three men went to mow...	215
11320	Supertato	4	Oh yes,” said Supertato.	54
5612	Dragon Post	4	I missed my dragon.	104
1989	Harry and the Dinosaurs at the Museum	7	They followed Nan to the prehistoric Hall.	69
3467	Lost in Snow	7	Ollie peeped out of the barn door.	0
6148	All About Feelings	5	I suggested It's nobody's fault.”	301
11797	Princess Mirror-Belle And The Dragon Pox	4	This stuff looks good.”	41
396	Barry The Fish With Fingers	16	So Barry played the piano, Puffy blew the trumpet and everyone had the BEST time ever	38
6455	All Year Round	17	Primary flight Secondary feathers flight, feathers Tail feathers Long, strong tail and wing feathers are for flying.	142
9314	The Paper Dolls	18	We’re Ticky and Tacky and Jackie the Backie And Jim with two noses and Jo with the bow!”	19
11471	The Duchess and Guy	17	From the tip of his nose down to his toes, Guy knew they would be a family.	4
6627	Hippo Owns Up	7	Just then the bell rang for lunchtime.	48
9562	Elmer and the Wind	5	“Look at them” said Elmer.	34
12576	The Pirates Next Door	13	The house next door had been for sale since Tilda was a baby.	3
2087	Jasper's Jungle Journey	9	In the swampy slushy ooze, what did he see?	11
12531	What The Ladybird Heard Next	7	"Each one looks like a rugby ball."""	39
13888	Cinder the Bubble-Blowing Dragon	7	"""This simply won’t do,” said the King."	0
4457	Why Am I An Insect	11	It lives at the bottom of the pond, lake, or stream.	125
930	Oi Frog!	7	“Goats sit on coats,” said the cat.	32
7482	Norman The Slug With The Silly Shell	11	"“Quick, slither for your lives or we’ll end up as supper!"""	29
6128	All About Feelings	8	“It’s okay, I’ll help you pick them up!”	281
817	The Princess and the Wizard	3	“You stupid book!”	79
434	The Troll	9	“I’m not trip-trapping, I’m pattering,” said a furry creature.	37
5261	Mole Hill	8	We thought, brave Mole, that you were lying.	39
1035	A Squash and a Squeeze	9	“Take in your hen,” said the wise old man.	4
12876	The Gruffalo's Child	14	“The Big Bad Mouse is terribly strong And big scaly tail is terribly long.	11
11595	Harry and the Robots	3	A special one.	25
8253	The Three Little Pigs	4	Please let us in.”	52
200	The Monstrous Tale of Celery Crumble	2	NOT sorry!”	10
1593	Harry and the Dinosaurs Go Wild	12	Then they looked on the Internet and found lots of endangered animals.	21
3615	Monkey Needs to Listen	2	everyone said.	65
12217	Harry and the Bucketful of Dinosaurs	5	“All correct!” said the man.	56
3798	Dogger	11	Right away the little girl stopped crying and began to smile.	100
2405	Yoga Babies	12	But sometimes that is hard to do with someone on your back!	15
251	The Monstrous Tale of Celery Crumble	11	Her teeth were pointy but her hair was still in bows!	61
611	There's A Monster In Your Book	5	What a naughty little monster!	15
9349	Snow White, Star Striker	4	“You’re off the team!”	21
1512	The Enormous Crocodile	9	"""That’s not a wooden crocodile!” sang the Roly-Poly Bird."	245
7975	Zog and the Flying Doctors	7	Pearl rubbed in some special c ream.	9
9450	Caterpillar Butterfly	6	"""Don’t touch them,"" my grandfather said."	65
6334	All Year Round	20	Month by month To make a nature diary, you will need, a large pad, pen and pencils, glue and tape.	21
5357	Ten in the Bed and Other Counting Rhymes	3	Hickory, dickory, dock.	70
9682	Eleanor Won't Share	8	The other children were NOT happy about it.	34
8779	Santa to the Rescue	4	“Yes!” cheered the animals.	29
1624	Harry and the Dinosaurs Go Wild	10	The very next day, Mr Bopsom was on the phone.	52
2054	The Hedgehog's Balloon	8	“What’s Percy doing?” said one of the mice.	41
149	The Gruffalo	3	"“My favourite food!"""	59
12311	We're Going On A Lion Hunt	3	We’re not scared.	39
3328	Elmer and the Stranger	4	“Lion’s right” said Elmer.	64
13731	Super Sid The Silly Sausage Dog	12	Poor Sid. Sad, wet and lonely he crept back to the kennels.	21
7268	The Book With No Pictures	3	BBRRRROOOOOOOOOOOOGG BBRRRROOOOOOOOOOOOGG Ooooooomph!	53
3316	Elmer and the Stranger	5	“Come on, Kangaroo,” he said.	52
2906	The Owl's Lesson	1	Fly!	62
6248	Dogs Don't Do Ballet	5	Something with a wet nose.	18
8940	How The Grinch Stole Christmas	10	Then he t im e , self, the old liar.	121
4659	Sir Charlie Stinky Socks and the Really Big Adventure	2	he said.	101
1402	The Enormous Crocodile	13	He knew that children from the town often came here looking for coconuts.	135
4355	Why Am I An Insect	12	Abdomen A dragonfly’s abdomen is at the back end of its body.	23
4339	Why Am I An Insect	16	There are information that tells you what more insects than any makes an insect an insect.	7
763	The Princess and the Wizard	7	They were all covered in dried-up food.	25
13054	One Snowy Night	5	It was the door again.	27
8296	Lenny Makes A Wish	10	So Lenny kneels beside the pool and fishes Fishy out.	12
7301	The First Christmas	6	The road was long and hard.	19
4850	I Am Amelia Earhart	1	“AMELIA,	9
2012	Harry and the Dinosaurs at the Museum	1	ENDOSAURUS	92
9592	Elmer and the Wind	8	They stared to see an elephant fly by.	64
5274	Mole Hill	2	Who knows?	52
2271	The Cross Rabbit	22	A lid was missing from a small box of dates and the bottom half of one of Percy’s cheese rolls had disappeared.	36
3804	Dogger	4	Bella was practising somersaults.	106
5837	The Gingerbread Man	9	The gingerbread man held on to the fox’s tail.	41
4871	I Am Amelia Earhart	13	For ten dollars, Hawks agreed to take me on my very first flight.	30
13352	Who Will Save Us	21	"""I expect they get tired,"" said Flip and Flop together, who were ' * ' flipping and flapping about, as always."	20
11335	Who Will Sing My Puff-a-bye	12	Who Will play I Fry with me on the way to school?”	5
5697	Oi Dog!	8	“Whales will sit on nails,” said the frog.	26
7696	What The Ladybird Heard	28	At the dead of night the two bad men (Hefty Hugh and Lanky Len) Opened the gate while the farmer slept And tiptoe into the farm they crept.	27
7018	Lion's in a Flap	8	The minibus might not break down at all.	49
12305	We're Going On A Lion Hunt	4	Can’t go under it.	33
14164	Little Monkey	7	But best of all . . .	45
8406	Knock Knock Alien	2	“Oh dear!”	57
3214	The Rescue Party	9	“I bumped my head,” answered the cross voice again.	45
2312	Shark In The Dark	2	A shark?	10
83	Sugarlump and the Unicorn	10	Now Sugarlump is a fairground horse On a beautiful merry-go-round.	53
5987	All About Feelings	7	But everyone has Jumbled up feelings sometimes.	140
11109	Cinderella's Ballet Shoes	5	She also loved to dance.	8
2629	I Need A Wee	2	he cried.	12
11018	After the Storm	8	Then he set off to inspect the damage.	15
10576	All For One	10	Marlon leaned back and took a sip of orange juice.	89
1621	Harry and the Dinosaurs Go Wild	2	Poor Harry.	49
12871	The Gruffalo's Child	5	“What does he look like?	6
3221	The Rescue Party	8	Percy pulled on the rope, but nothing happened.	52
3077	Whatever Next!	20	■ He packed his teddy and some food for the journey and took off up the chimney . . .	6
8402	Knock Knock Alien	1	“Reverse!	53
2501	Elmer and Wilbur	1	“Help!	20
8046	Zog and the Flying Doctors	12	“Hooray!” cried Pearl, and out she ran to join the other two.	80
429	The Troll	5	And they set sail again.	32
3090	Whatever Next!	7	“There are no trees,” said the owl.	19
2348	A Thing Called Snow	3	they said. .	9
5129	No-Bot	13	"""Excuse me, Be au have you been drumming on my bottom?"" asked Bernard."	20
5062	Wake Up, Sleeping Beauty	15	“Having a pony is a BIG LOT “It will be a responsibility,” warned her parents.	10
7448	Careful Santa!	7	Santa and Mouse hurried aboard their sleigh.	91
5034	She Rex	2	She Rex!	57
2002	Harry and the Dinosaurs at the Museum	8	All the people said very good, clever boy!	82
9767	The Polar Express	6	1 did not rustle the sheets.	1
2478	The Way Home For Wolf	9	And true to his word, Wilf is different now.	61
5144	No-Bot	8	After a while, he arrived at the beach.	35
12892	The Gruffalo's Child	9	“He’s down by the lake — eating gruffalo cake.”	27
11776	Princess Mirror-Belle And The Dragon Pox	6	“But you look just like me.	20
8703	The Teeny Weeny Tadpole	3	"""Ooh!"" said Tadpole."	30
293	Peace at Last	4	HMMMMMMMMMMM.. went the refrigerator.	26
5205	The Bumblebear	10	But later that night, the bees heard a loud crash!	50
2680	Harry and the Dinosaurs say Raahh!	5	He called all their names.	5
3522	Lost in Snow	4	Sadly he walked away.	55
6497	All Year Round	9	Look ouT for geese and swallows in the autumn.	184
11087	After the Storm	10	A very tired Percy stood back to admire their handiwork.	84
637	There's A Monster In Your Book	6	Stroke Monster’s head and say goodnight...	41
11488	The Duchess and Guy	6	Could Guy join the Queen’s Guard?	21
653	Once Upon A Unicorn Horn	2	June asked.	10
5756	Scruffy Bear and the Six White Mice	4	“They’re furry pheasant eggs.	45
10009	Mini Beasties	2	Butt er.	64
5460	Ten in the Bed and Other Counting Rhymes	15	Hops on the engine with a shout, Quicker than a wink the fire is out!	173
12550	What The Ladybird Heard Next	7	“I think we’re nearly there,” said Len.	58
14117	Monkey Puzzle	7	It’s time I took you home to….”	84
12751	Captain Duck	5	“Duck was holding a can!	67
9839	The Polar Express	13	“Let’s hurry outside and look for it,” on e of the children said.	73
11117	Cinderella's Ballet Shoes	6	We’re off to buy mine now!”	16
4914	I Am Amelia Earhart	9	It is the best lesson I can give you.	73
8881	How The Grinch Stole Christmas	4	The Grinch looked around.	62
3393	Zog	5	Zog went off to practise.	22
8628	Tiger Has a Tantrum	3	He got cross.	50
13182	The Squirrels Who Squabbled	10	“No, mine” hollered Bruce… “You don t stand a chance!	34
5826	The Gingerbread Man	5	He ran past a horse.	30
479	The Troll	5	“That rabbit was tricking me.”	82
9059	The Bad-Tempered Ladybird	6	"""Hey you,” said the bad-tempered ladybird."	65
13464	Jack Breaks The Beanstalk	18	“The stalks will break and we’ll have no beans to make bean stew for the village Autumn festival.”	7
4010	Tyrannosaurus Drip	24	Now the mother T had great big jaws and great enormous legs, But her brain was rather little and she couldn't count her eggs.	18
9814	The Polar Express	4	The reindeer were excited.	48
103	The Gruffalo	2	I’m off!”	13
13159	The Squirrels Who Squabbled	2	Over there!	11
3495	Lost in Snow	3	Ollie looked up.	28
1157	Keith The Cat With The Magic Hat	10	“Now you’ll NEVER be able to make the dog disappear.”	66
12271	Grandma Bird	5	and Grandma’s bird came too.	43
12696	Captain Duck	8	Now while I’m gone, don’t pull that string.”	12
1383	The Enormous Crocodile	5	I s it raspberries, perhaps?	116
6728	Lost and Found	3	Draw it in.	60
13589	The Snowiest Christmas Ever	9	Just then, there was a rumble from the chimney.	68
7028	Lion's in a Flap	17	Miss Bird said they would be very good friends to talk to if he felt worried again.	59
3781	Dogger	8	At last he found Bella by the cakes.	83
2444	The Way Home For Wolf	3	CRACK and Ker-eeeeeek!	27
10085	Elmer and Rose	6	Come and meet Elmer and Wilbur.”	22
647	Once Upon A Unicorn Horn	6	Tiny magic horses learning to fly!	4
5181	The Bumblebear	5	The bees really liked him.	26
12718	Captain Duck	4	“And here we go.	34
7248	The Book With No Pictures	15	Do I really have to sing a— glug glug glug my face is a bug...	33
7200	The Detective Dog	35	They p anted and puffed past the takeaway shop, The zoo and the farmyard, with never a stop (Except to retrieve Peter’s scarf and his bal l which someone had thoughtfully placed on a wall)	65
4702	The Snail and the Whale	10	This is the board, as black as soot. . .	40
1457	The Enormous Crocodile	6	"""I’ll get on the other end!”"	190
11074	After the Storm	7	“Now this is my plan,” said Percy.	71
9862	The Polar Express	14	Even Sarah found one Christmas that she could no longer hear its sweet sound.	96
1743	The Most Wonderful Gift In The World	10	Firstly, Little Bunny Boo-Boo seemed so pleased to see them.	41
6195	The Lighthouse Keeper's Lunch	11	Hamish did not think that this plan was ingenious at all.	31
10886	Stick Man	9	Stick Man, oh Stick Man, beware of the snow!	42
4801	The Smeds and The Smoos	7	(Grandfather Smed had forgotten to lock it.)	42
5418	Ten in the Bed and Other Counting Rhymes	16	They turned out the monkey because of his tricks The animals went in seven by seven...	131
12575	The Pirates Next Door	13	The lawns were mowed, the cars were washed, the hedges trimmed and neat.	2
8284	Lenny Makes A Wish	12	The blossom’s out, the birds are singing, spring at last has come.	0
5403	Ten in the Bed and Other Counting Rhymes	8	The animals went in two by two, Hurrah!	116
2884	The Owl's Lesson	6	The squirrel jumped to his feet.	40
8444	Knock Knock Alien	7	"“You must have nodded off,"" I smile."	95
5822	The Gingerbread Man	7	“Run, run as fast as you can!	26
7364	Careful Santa!	5	“Careful, Santa!” warned Santa’s cat.	7
13385	Who Will Save Us	6	"BUT the humans Cut them down."""	53
543	The Troll	7	“Then you can stay,” said Hank Chief.	146
10542	All For One	7	"""What are you doing now?"" asked Marlon."	55
9289	Night Monkey Day Monkey	7	“Daytime is crazy and I’m feeling lazy.	45
4209	The Rhyming Rabbit	2	Scrabble, scrabble!	31
2452	The Way Home For Wolf	5	“Just reach for my horn!”	35
4816	The Smeds and The Smoos	19	They landed on Scloop, where the Scloopies wore kilts, Then flew to Klaboo, where the Klabs walked on stilts.	57
9584	Elmer and the Wind	9	The elephants stared: there was Elmer above the trees.	56
7882	The Runaway Pea	11	“I’ll get back on that plate and be ready for tea.”	39
6834	Giraffe is Left Out	3	Leopard helped him.	42
13049	One Snowy Night	4	“Oh dear,” said Percy.	22
5382	Ten in the Bed and Other Counting Rhymes	10	Five, six, seven, eight, Jumping up on to my plate.	95
10234	Supertato Veggies Assemble	2	“Wakey wakey!”	6
10041	Mini Beasties	8	o Uri ngi ivn ea rl ss io	96
8274	The Three Little Pigs	7	“I know,” said the third little pig.	73
741	The Princess and the Wizard	11	"“Because wicked wizards like turning people to stone,"" replied Princess Eliza."	3
8443	Knock Knock Alien	8	It seemed quite real just for a while...”	94
7795	The Storm Whale	8	He hoped that one day, soon ... ...	26
15	The Night Before Christmas	3	Dash away all!”	15
2791	An Alphabet Of Stories	13	Nn Nearly Nine Thousand The answer to the enigma is: nearly nine thousand.	68
7087	How to Catch a Star	8	The star might wash up on the shore.	30
8236	The Three Little Pigs	6	“Never!” cried the two little pigs.	35
3013	The Fox's Hiccups	22	It was then that he had learnt that it is not a good idea to laugh and drink at the same time.	10
9787	The Polar Express	14	We sang Christmas carols and ate sweets with nougat centres as white as snow.	21
2820	An Alphabet Of Stories	18	You see, whatever was written on this particular typewriter, however strange, had a terrible habit of coming true.	97
8400	Knock Knock Alien	1	Help!”	51
11578	Harry and the Robots	8	They laid the things ready on the table.	8
12113	Room on the Broom	11	They searched for the wand but no wand could be found.	27
12304	We're Going On A Lion Hunt	4	Can’t go over it.	32
7645	The Jolly Postman or Other People's Letters	13	A story of magic and romance, glass slippers and little sausages on sticks.	109
8539	Boogie Bear	12	“It’s a flying monster!” remarked the one with the biggest, wettest nose.	94
10244	Supertato Veggies Assemble	4	“And time’s running out!”	16
714	Mind Your Manners	8	We don't have to start squawking like parrots.	21
3751	Dogger	9	Dave was very sad when he went to bed.	53
11030	After the Storm	10	When they saw Percy everyone st arted talking at once.	27
7313	The First Christmas	9	It was a boy as the angel had said.	31
10744	Squash the Spider	3	Get him out!”	43
11778	Princess Mirror-Belle And The Dragon Pox	9	You’ve even lost one of your slippers like me.”	22
3371	Zog	8	Madam Dragon ran a school, many moons ago.	0
4374	Why Am I An Insect	24	The nectar is made into honey and fed to the bee larvae Food tube When a dragonfly eats, food passes through its food tube.	42
2470	The Way Home For Wolf	2	A BEAR-MOTH!	53
9626	Father Christmas Needs A Wee	7	At number 2 TWO cows that... MOOOOOO!	21
2442	The Way Home For Wolf	10	A blanket of stars was his bed for the night.	25
10812	The Tiger Who Came To Tea	13	So the tiger came into the kitchen and sat down at the table.	6
9000	The Bad-Tempered Ladybird	6	"""Good morning,” said the friendly ladybird."	6
8077	Kipper's A to Z	6	Kk is for L was easy.	29
839	Kipper's Toybox	8	“I hope my toys are safe,” said Kipper.	1
8723	The Teeny Weeny Tadpole	11	He saw a pair of bug eyes and two springy legs.	50
11946	We're Going on a Bear Hunt	5	We can’t go under it.	52
12658	The Pirates Next Door	16	He whispered: “I’ve got something to explain… Whenever we stop somewhere new, the neighbours are unkind.	85
12585	The Pirates Next Door	12	We’ve sailed the seven seas but now we’ve had to come ashore.”	12
5106	Wake Up, Sleeping Beauty	15	“I promise I’ll never stay in bed when I should be up, looking after you.”	54
5183	The Bumblebear	22	After lunch, the bees learned how to chase away anyone who came after their honey, like spiders, mice, toads ... or bears.	28
13217	The Squirrels Who Squabbled	4	he proclaimed, all a-jiggle.	69
5474	Ten in the Bed and Other Counting Rhymes	7	The last little leaf came tumbling down.	187
13093	One Snowy Night	4	“Oh dear,” said Percy.	66
12467	The Singing Mermaid	3	Complete the Picture	30
13299	Knock Knock Pirate	5	TEN sharks swarm hungrily below.	73
744	The Princess and the Wizard	18	Just then there was a whirring of wings and in through the window flew the Princess’s Fairy Godmother.	6
10287	Ten Tall Giraffes	5	feet pounding on the ground.	8
5747	Scruffy Bear and the Six White Mice	5	“Hello, Bear,” said the fox.	36
7217	The Book With No Pictures	6	It probably seems boring and serious.	2
932	Oi Frog!	8	“What do gorillas sit on?” asked the frog.	34
1142	Keith The Cat With The Magic Hat	7	Quick, Keith, save us with your magic!”	51
1911	Tabby McTat	45	He was missing his wife and his comfortable life And the dozens of Things To Do, (Like washing Prunella and pouncing on Pat, And hiding the car keys under the mat, And keeping the newspapers nice and flat, And giving the pens an occasional bat.)	61
4077	Elmer in the Snow	17	After they had gone further, an elephant said “Elmer, look at the - trees, they’re different here.”	13
7360	Careful Santa!	11	A gust of wind blew Santa’s beard straight in his face.	3
12093	Room on the Broom	11	Is there room on the broom for a dog like me?”	7
6162	All About Feelings	18	But remember that difficult feelings do pass and it's okay to ask for help if you need it.	315
12522	What The Ladybird Heard Next	14	"The downy duck began to quack, ""Oh please don't put me in your sack."	30
9393	Caterpillar Butterfly	26	My grandfather turned one of the nettle leaves over to show me the bumps on the back of it, but I didn't know what they were.	8
4618	Sir Charlie Stinky Socks and the Really Big Adventure	7	Envelope didn't hang around to find out.	60
12352	The Wheels on the Bus	12	The meerkat on the bus goes slip slip slide at the zoo.	16
12850	All In One Piece	5	“Pretty, Mummy!” gasped the children.	34
9937	Superworm	2	The crane!	73
6005	All About Feelings	6	“I’ve lost my little toy bunny.”	158
7728	Charlie Cook's Favourite Book	6	Who’s been sitting on our chairs?”	5
9228	Gruff the Grump	4	But that didn’t work.	60
14149	Little Monkey	4	“Who’s too little now?	30
10497	All For One	4	"I'll do the cushions."""	10
8221	The Three Little Pigs	17	“Excuse me,” he asked, “would you give me those sticks so I may build myself a house?”	20
530	The Troll	4	His knees were knocking.	133
6329	All Year Round	4	For example, when own.	16
10753	Squash the Spider	4	Don’t squash the spider!”	52
12002	We're Going on a Bear Hunt	2	Splash splosh!	108
8380	Knock Knock Alien	7	They press a button, red and round.	31
4954	It's Christmas	5	“This isn’t Christmassy at all!”	33
7539	The Jolly Postman or Other People's Letters	24	Dear Mr and Mrs Bear And Baby Bear I am very sory indeed that I cam into your house and ate Baby Bears porij.	3
11924	We're Going on a Bear Hunt	6	We’re going on a bear hunt.	30
4342	Why Am I An Insect	10	Different dragonflies There are more than 4000 species of dragonflies.	10
11660	You Can't Take An Elephant On The Bus	17	A giraffe in an aeroplane wouldn’t be right… The roof of the plane just hasn’t the height.	23
3669	Gordon's Great Escape	2	thought Gordon.	26
9577	Elmer and the Wind	6	The elephants laughed, “Very funny, Wilbur.”	49
8405	Knock Knock Alien	13	We back into a murky moon… ... and crash-land in the swampy gloom.	56
4448	Why Am I An Insect	10	For example, female aphids give birth to tiny aphid babies.	116
12508	What The Ladybird Heard Next	23	"The little spotty ladybird Told the animals what she'd heard: ""Hefty Hugh and Lanky Len Are planning to steal the fat red hen!"""	16
6779	Elmer on Stilts	17	Then, shaking with fear, they hurried off in the opposite direction towards the elephants - and.... ...	45
14136	Little Monkey	10	“I will climb to the top of the tallest tree.	17
11396	Can't You Sleep Little Bear	9	“Why are you scared, Little Bear?” asked Big Bear.	10
8898	How The Grinch Stole Christmas	11	But, if Santa could do it then so could the Grinch.	79
4075	Elmer in the Snow	5	“Shall we go back now?”	11
7078	How to Catch a Star	18	Perhaps he could get a seagull to help him fly up into the sky to reach his star?	21
1297	The Enormous Crocodile	8	They all saw you coming and ran away.”	30
6508	All Year Round	23	Hibernation In the winter, when there is very little food around, bears, bats, hedgehogs and dormice go into a long sleep called hibernation.	195
7771	The Storm Whale	7	He wouldn’t be home again till dark.	2
2678	Harry and the Dinosaurs say Raahh!	9	That was because of Sam showing him her filling.	3
6392	All Year Round	7	Later, baby birds cheep noisily for food.	79
2771	An Alphabet Of Stories	8	She made her front door out of jelly.	48
4903	I Am Amelia Earhart	14	“IN OCTOBER 1922, I BROKE The WOMEN'S ALTITUDE RECORD BY RISING TO 4,000 FEET!	62
895	Kipper's Toybox	20	It was much cosier than a nest made of cardboard and the two little mice never nibbled Kipper’s toybox again...	57
7425	Careful Santa!	6	We’ll help you look for her.”	68
3611	Monkey Needs to Listen	6	Then they pulled out the go-kart.	61
11859	Princess Mirror-Belle And The Dragon Pox	1	“This!”	103
13882	The Christmas Extravaganza Hotel	3	It’s from Santa!	135
828	The Princess and the Wizard	13	She turned herself into an orange fox and raced through the orange leaves.	90
6769	Elmer on Stilts	9	We can shape the flat bits like monsters’ feet.	35
7369	Careful Santa!	3	“Hold on tight!”	12
1226	Santa is Coming to Devon	4	“Well done, young reindeer!”	58
4073	Elmer in the Snow	14	The way went steeply upwards and the elephants were soon puffing with the effort.	9
10119	Elmer and Rose	7	“I think she was joking,” said Elmer.	56
8047	Zog and the Flying Doctors	10	Then off into the sunset sped the flying doctor crew.	81
11272	Supertato	4	Something looking for trouble.	6
2798	An Alphabet Of Stories	3	They solve them.	75
5376	Ten in the Bed and Other Counting Rhymes	7	Four fat sausages sizzling in the pan...	89
12390	The Cave	7	But the little creature never comes out.	16
4313	The Enormous Turnip	5	The dog pulled Jack’s shirt.	41
4057	Tyrannosaurus Drip	12	The three of them stood trembling, and Dad said, “Get a grip!	65
535	The Troll	7	“I’ve found something else inside the chest!”	138
9486	Caterpillar Butterfly	16	Very gently, my grandfather lifted the stick and put it on the window-ledge in the sunshine.	101
8918	How The Grinch Stole Christmas	6	H e took the roast beast!	99
8772	Santa to the Rescue	7	chuckled Santa, stepping out into the snow.	22
3449	Zog	3	Don’t rescue me!	78
14040	Monkey Puzzle	3	“Bigger than you?	7
2856	The Owl's Lesson	11	A small feathery head stuck itself out from beneath the twigs.	12
8971	How The Grinch Stole Christmas	7	ooh ko !- v Will he a!	152
12779	The Little Bully	10	But no matter what he said, Fred would just laugh.	17
2957	The Dinosaur Department Store	16	So it didn’t come as a great surprise when, on her birthday, Eliza Jane cried, “Mummy!	3
4950	It's Christmas	4	"""Snow is SUPER “Christmassy!"""	29
3704	Dogger	8	Sometimes he gave him rides in a trolley.	6
10157	The Smartest Giant in Town	6	‘It’s my sail,” said the goat.	21
11322	Supertato	6	Or should that be IN it?!”	56
13330	Knock Knock Pirate	5	You’ve JUST missed them, Dad!”	104
1178	Santa is Coming to Devon	18	Though how they managed to fit such a big sack onto one little sleigh even they didn’t know.	10
9669	Eleanor Won't Share	6	She didn't mind sharing her treats.	21
9849	The Polar Express	14	The Polar Express let out a loud blast from its whistle and sped away.	83
5239	Mole Hill	13	The three enormous trucks stopped still and stared at Mole upon his hill.	17
2864	The Owl's Lesson	10	“Oh dear,” Percy began, but he wasn’t allowed to finish.	20
2714	Harry and the Dinosaurs say Raahh!	18	“You are all good brushers,” said Mr Drake, “so no drills today, only a look and a rinse.”	39
8681	The Teeny Weeny Tadpole	6	Flippity-flop, she landed with a plop!	8
2619	I Need A Wee	1	WHEEEEE!	2
10272	Supertato Veggies Assemble	8	“I couldn’t have done it without the Superveggies.”	44
2984	The Dinosaur Department Store	13	stretching Huge stomping sauropods their necks, Bigger than houses, the gentlest of pets.	30
4639	Sir Charlie Stinky Socks and the Really Big Adventure	6	"“Stop your weeping!"" cried the knight."	81
